ID,Date Customer,Birth Year,Generation,Age,Education,Marital Status,Income,Kidhome,Teenhome,Recency,Wines,Fruits,Meat Products,Fish Products,Sweet Products,Gold Products,Total Spending,Web Visits,Web Purchases,Catalog Purchases,Store Purchases,Deals Purchases,Campaign 1,Campaign 2,Campaign 3,Campaign 4,Campaign 5,Complain,Response
1970,2012-09-10,1968,Gen X,44,Master,Together,34053.0,0,1,14,63,0,21,7,0,12,103,8,3,0,3,1,0,0,0,0,0,0,0
5313,2014-04-18,1971,Gen X,43,Master,Married,38196.0,1,1,20,30,0,11,0,0,3,44,5,2,0,4,3,0,0,0,0,0,0,0
10634,2014-04-19,1951,Baby Boomer,63,Master,Married,59412.0,0,0,56,90,67,165,30,43,11,406,3,4,2,8,1,0,0,0,0,0,0,0
7010,2014-04-07,1965,Gen X,49,Master,Married,70924.0,0,0,41,635,114,254,132,152,76,1363,3,6,6,7,1,0,0,0,0,1,0,0
8562,2013-05-28,1969,Gen X,44,Bachelor,Together,54165.0,0,0,72,127,4,73,15,6,11,236,2,2,1,7,1,0,0,0,0,0,0,0
3158,2013-01-03,1973,Gen X,40,Bachelor,Married,32300.0,1,0,1,13,3,6,6,5,6,39,8,1,0,3,1,0,0,0,0,0,0,0
4436,2013-02-20,1976,Gen X,37,Bachelor,Single,20180.0,0,0,27,18,42,24,15,20,18,137,7,2,1,4,1,0,0,0,0,0,0,0
5287,2014-06-19,1973,Gen X,41,Bachelor,Married,34961.0,1,0,77,45,2,26,4,1,1,79,7,3,1,3,3,0,0,0,0,0,0,0
2445,2013-07-07,1974,Gen X,39,PhD,Together,28440.0,1,0,87,38,1,24,0,0,0,63,8,2,0,3,1,0,0,0,0,0,0,0
6059,2013-03-04,1953,Baby Boomer,60,PhD,Together,64504.0,1,2,81,986,36,168,16,0,108,1314,7,11,3,4,7,0,0,0,0,0,0,1
4550,2014-06-24,1966,Gen X,48,Master,Together,33564.0,0,1,51,61,0,3,0,0,7,71,5,1,1,3,1,0,0,0,0,0,0,0
4240,2012-11-03,1978,Gen X,34,Bachelor,Married,17345.0,1,0,79,4,9,16,17,0,12,58,8,2,1,2,2,0,0,0,0,0,0,0
8911,2013-04-08,1967,Gen X,46,PhD,Married,56320.0,0,1,11,201,53,172,116,77,83,702,4,5,4,9,3,0,0,0,0,0,0,0
3706,2013-08-21,1978,Gen X,35,Bachelor,Single,28647.0,1,0,54,19,8,29,0,12,26,94,7,2,2,2,1,0,0,1,0,0,0,1
3628,2013-01-29,1987,Millenials,26,Basic,Single,15038.0,1,0,93,4,8,11,19,12,26,80,9,2,1,2,2,0,0,0,0,0,0,0
10175,2013-08-01,1958,Baby Boomer,55,PhD,Divorced,32173.0,0,1,0,18,0,2,0,0,2,22,4,1,0,3,1,0,0,0,0,0,0,0
8985,2012-11-04,1964,Baby Boomer,48,Master,Together,68316.0,0,1,54,806,80,161,120,11,33,1211,6,10,7,10,5,0,0,0,0,0,0,0
5204,2013-06-29,1971,Gen X,42,Bachelor,Together,74538.0,0,0,21,380,98,733,110,112,28,1461,3,8,8,5,1,0,0,0,0,1,0,1
9220,2013-01-17,1971,Gen X,42,Bachelor,Single,91700.0,0,0,58,576,172,961,125,115,19,1968,3,8,6,5,1,0,0,0,0,0,0,1
9888,2014-06-25,1969,Gen X,45,Bachelor,Together,68695.0,0,0,3,458,81,356,106,50,40,1091,2,4,4,7,1,0,0,0,0,0,0,0
5263,2013-01-22,1977,Gen X,36,Master,Married,31056.0,1,0,99,5,10,13,3,8,16,55,8,1,0,3,1,0,0,0,0,0,0,0
9503,2012-08-29,1980,Gen X,32,Bachelor,Single,28071.0,0,0,65,39,33,130,41,26,44,313,8,5,1,5,2,0,0,0,0,0,0,0
10613,2014-02-26,1958,Baby Boomer,56,PhD,Together,37334.0,1,1,44,26,1,16,2,2,15,62,4,3,0,4,4,0,0,0,0,0,0,0
67,2013-09-18,1972,Gen X,41,Master,Single,46423.0,1,1,6,68,0,16,0,0,8,92,7,2,0,4,3,0,0,0,0,0,0,0
6019,2014-03-30,1971,Gen X,43,PhD,Married,37126.0,1,0,9,45,3,9,4,4,7,72,6,1,2,2,1,0,0,1,0,0,0,1
5863,2013-05-29,1953,Baby Boomer,60,Bachelor,Married,47703.0,0,1,95,359,0,134,13,26,123,655,5,6,3,8,4,0,0,0,0,0,0,0
3717,2014-04-23,1959,Baby Boomer,55,Bachelor,Married,61180.0,0,1,70,403,24,29,6,24,218,704,3,5,5,6,2,0,0,1,0,0,0,0
6730,2012-11-03,1954,Baby Boomer,58,Bachelor,Married,38998.0,1,1,92,34,1,14,0,0,5,54,8,2,0,3,3,0,0,0,0,0,1,0
10749,2012-09-18,1991,Millenials,21,Bachelor,Single,8028.0,0,0,62,73,18,66,7,12,2,178,19,0,1,0,15,0,0,0,0,0,0,0
4998,2014-05-23,1962,Baby Boomer,52,Bachelor,Together,76081.0,0,0,85,292,30,415,63,33,200,1033,2,4,5,4,1,1,0,0,0,0,0,0
6287,2013-07-30,1986,Millenials,27,Bachelor,Together,34728.0,1,0,2,14,0,16,0,0,6,36,6,1,1,2,1,0,0,0,0,0,0,1
5985,2012-10-13,1965,Gen X,47,Master,Single,33168.0,0,1,0,80,1,37,0,1,3,122,7,2,1,4,3,0,0,0,0,0,0,0
4754,2013-09-25,1966,Gen X,47,Master,Married,33585.0,0,1,91,30,11,33,13,6,29,122,4,2,0,4,1,0,0,0,0,0,0,0
4002,2013-10-13,1960,Baby Boomer,53,PhD,Married,77037.0,0,1,3,463,96,333,168,53,10,1123,3,7,7,12,1,0,0,0,0,0,0,0
8870,2012-11-13,1984,Millenials,28,Bachelor,Together,35196.0,1,0,68,75,12,141,43,39,187,497,8,6,1,5,6,0,0,0,0,0,0,1
966,2013-07-05,1966,Gen X,47,Bachelor,Married,44529.0,0,1,98,538,13,91,17,6,26,691,5,6,2,11,6,0,0,0,1,0,0,0
9725,2014-06-05,1966,Gen X,48,PhD,Together,28764.0,1,1,16,8,0,3,0,0,1,12,8,1,0,2,1,0,0,1,0,0,0,0
4475,2013-02-16,1949,Baby Boomer,64,PhD,Married,69098.0,0,0,82,1315,22,780,145,0,178,2440,5,7,8,9,1,0,0,0,0,0,0,0
5740,2013-02-14,1970,Gen X,43,Master,Divorced,25959.0,1,1,1,4,2,12,7,5,26,56,6,1,2,2,2,0,0,0,0,0,0,1
5731,2013-04-05,1983,Millenials,30,Master,Married,27100.0,1,0,64,12,0,13,2,0,10,37,7,1,0,3,1,0,0,0,0,0,0,0
7290,2012-10-05,1985,Millenials,27,Bachelor,Single,70596.0,0,0,68,347,44,534,17,0,26,968,2,3,5,12,1,0,0,0,0,0,0,0
3846,2012-08-29,1974,Gen X,38,Bachelor,Married,42557.0,0,1,98,192,5,53,0,5,15,270,8,6,1,4,4,0,0,0,0,0,0,0
8104,2013-08-09,1951,Baby Boomer,62,PhD,Married,53312.0,0,0,32,241,0,12,0,0,25,278,7,5,1,5,1,0,0,0,0,0,0,0
4507,2012-11-27,1952,Baby Boomer,60,Bachelor,Single,72228.0,0,0,87,631,28,491,30,14,56,1250,3,6,7,8,1,0,0,0,0,0,0,0
11013,2013-03-31,1987,Millenials,26,Bachelor,Together,67605.0,0,0,84,336,28,282,184,54,54,938,1,2,8,6,1,0,0,0,0,0,0,0
4491,2012-10-01,1949,Baby Boomer,63,Master,Married,62845.0,1,1,3,1099,0,45,0,0,34,1178,8,3,4,10,11,0,0,0,1,0,0,0
3759,2013-07-25,1958,Baby Boomer,55,Bachelor,Together,65196.0,0,2,34,743,19,181,12,0,200,1155,5,7,6,11,2,0,0,1,0,0,0,0
1162,2013-01-10,1987,Millenials,26,PhD,Single,42000.0,0,0,23,124,83,267,85,59,35,653,5,5,2,11,2,0,0,0,0,0,0,1
2055,2014-05-19,1973,Gen X,41,PhD,Divorced,35860.0,1,1,37,15,0,8,4,2,20,49,5,1,1,2,2,0,0,1,0,0,0,0
10766,2014-04-11,1964,Baby Boomer,50,PhD,Married,65526.0,0,1,22,397,19,69,12,0,9,506,2,4,4,8,1,0,0,0,0,0,0,0
4415,2012-09-12,1961,Baby Boomer,51,Bachelor,Married,16860.0,1,1,19,10,4,4,3,3,14,38,7,1,1,3,3,0,0,0,0,0,0,0
3005,2014-05-01,1992,Millenials,22,Bachelor,Single,83528.0,0,0,7,530,117,678,134,44,147,1650,1,4,10,8,1,1,0,1,0,0,0,1
2223,2012-08-03,1965,Gen X,47,Master,Divorced,64176.0,0,1,52,1215,33,249,64,116,149,1826,6,8,9,8,8,0,0,0,0,0,0,0
4817,2012-08-04,1956,Baby Boomer,56,Bachelor,Divorced,22304.0,0,0,91,3,2,7,0,4,2,18,8,1,0,2,1,0,0,0,0,0,0,0
2875,2014-03-04,1978,Gen X,36,Bachelor,Married,67023.0,0,0,93,444,44,382,11,8,17,906,2,3,7,13,1,0,0,0,0,0,1,0
11112,2012-12-03,1966,Gen X,46,Bachelor,Together,70713.0,0,1,23,736,114,279,82,76,190,1477,3,5,6,8,6,0,0,0,0,0,0,0
3807,2012-11-30,1955,Baby Boomer,57,Bachelor,Together,59925.0,0,1,83,473,21,176,19,21,56,766,6,9,2,9,3,0,0,0,0,0,0,0
9197,2014-02-24,1953,Baby Boomer,61,Bachelor,Married,39722.0,0,1,92,32,0,5,2,0,8,47,5,2,0,3,2,0,0,0,0,0,0,0
10832,2013-07-18,1958,Baby Boomer,55,Bachelor,Together,46610.0,0,0,4,288,10,30,4,10,125,467,6,6,1,6,1,0,0,0,0,0,0,0
6421,2013-07-03,1961,Baby Boomer,52,Bachelor,Together,88347.0,0,0,32,1050,178,555,77,138,118,2116,1,4,7,9,1,1,0,0,0,0,0,0
4207,2013-05-01,1981,Millenials,32,PhD,Married,87171.0,0,0,27,1001,44,107,58,44,44,1298,2,6,7,11,1,0,0,1,0,1,0,0
577,2013-08-20,1976,Gen X,37,Master,Together,26907.0,1,1,10,9,1,7,0,3,2,22,7,1,0,3,2,0,0,0,0,0,0,0
10855,2014-01-22,1968,Gen X,46,Master,Single,50014.0,1,0,9,234,14,77,19,10,42,396,5,4,1,8,2,0,0,0,0,0,0,0
3081,2013-04-22,1978,Gen X,35,PhD,Married,41014.0,1,0,65,7,2,6,2,0,3,20,7,1,0,2,1,0,0,0,0,0,0,0
3535,2014-03-17,1965,Gen X,49,Bachelor,Single,66294.0,0,0,68,251,108,334,65,92,117,967,2,4,3,5,1,0,0,0,0,0,0,0
247,2012-11-17,1971,Gen X,41,Bachelor,Married,36715.0,1,0,16,172,10,125,21,13,16,357,9,7,2,4,6,0,0,0,0,0,0,1
8707,2012-08-22,1956,Baby Boomer,56,Bachelor,Married,79456.0,0,0,12,565,42,548,64,83,99,1401,3,5,6,4,1,0,0,0,0,0,0,1
9523,2013-08-17,1982,Millenials,31,Bachelor,Together,40479.0,1,0,95,5,0,8,2,0,0,15,4,0,0,3,1,0,0,0,0,0,0,0
6072,2013-02-02,1970,Gen X,43,Master,Single,75345.0,0,0,16,918,57,842,99,38,133,2087,3,5,8,6,1,1,0,0,0,0,0,1
6295,2013-02-04,1977,Gen X,36,Bachelor,Married,54233.0,0,1,46,652,8,158,21,0,142,981,8,11,6,5,4,0,0,0,0,0,0,0
10914,2013-10-12,1970,Gen X,43,Bachelor,Single,24163.0,1,1,3,4,1,7,2,1,2,17,4,1,0,3,2,0,0,0,0,0,0,0
1509,2013-01-04,1958,Baby Boomer,55,PhD,Together,84460.0,0,0,80,152,27,103,106,54,81,523,5,9,9,4,0,1,1,0,1,1,0,1
5577,2014-05-03,1983,Millenials,31,Bachelor,Together,43776.0,1,0,77,8,0,9,2,1,3,23,6,1,0,2,1,0,0,0,0,0,0,0
7348,2014-03-17,1958,Baby Boomer,56,PhD,Single,71691.0,0,0,0,336,130,411,240,32,43,1192,2,4,7,5,1,0,0,0,0,0,0,1
1127,2014-05-29,1973,Gen X,41,PhD,Married,85844.0,0,0,62,938,19,843,25,95,38,1958,2,6,6,7,1,0,0,0,0,1,0,0
1833,2014-04-26,1974,Gen X,40,PhD,Single,39190.0,1,0,91,68,8,18,19,8,12,133,5,2,1,4,2,0,0,0,0,0,0,0
9080,2013-06-22,1972,Gen X,41,PhD,Single,38578.0,1,1,2,38,4,22,3,3,3,73,8,3,0,3,3,0,0,0,0,0,0,0
6466,2014-03-12,1965,Gen X,49,PhD,Married,57236.0,1,1,22,105,0,9,2,1,4,121,3,2,1,4,3,0,0,0,0,0,0,0
9964,2013-08-07,1979,Gen X,34,Bachelor,Single,61825.0,0,1,56,162,50,100,55,30,27,424,4,4,2,8,1,0,0,0,0,0,0,0
4790,2014-06-02,1958,Baby Boomer,56,Bachelor,Divorced,79803.0,0,1,54,574,8,216,21,16,33,868,1,4,3,5,1,0,0,0,0,0,0,0
10245,2012-10-31,1986,Millenials,26,Master,Single,80910.0,0,0,71,160,80,369,67,39,41,756,1,3,3,8,1,0,0,0,0,0,0,0
1109,2013-04-23,1982,Millenials,31,Master,Together,27590.0,1,0,38,6,0,5,0,0,1,12,7,1,0,2,1,0,0,0,0,0,0,0
6001,2013-01-02,1979,Gen X,34,Bachelor,Married,56775.0,0,1,62,614,35,160,58,35,35,937,5,5,8,10,2,0,0,0,0,0,0,0
5538,2013-10-08,1975,Gen X,38,Bachelor,Divorced,83829.0,0,0,78,897,161,430,186,161,27,1862,1,4,7,6,0,1,0,1,0,1,0,1
10552,2013-05-20,1979,Gen X,34,Master,Married,54210.0,0,1,18,70,54,109,80,9,45,367,5,4,1,7,2,0,0,0,0,0,0,0
1545,2013-08-02,1986,Millenials,27,Bachelor,Married,38508.0,1,0,95,120,19,206,25,19,54,443,8,7,2,5,6,0,0,0,0,0,0,0
7409,2013-10-26,1970,Gen X,43,Bachelor,Together,53187.0,1,0,66,211,2,30,7,7,10,267,5,4,1,6,2,0,0,0,0,0,0,0
4444,2014-03-24,1972,Gen X,42,Bachelor,Married,30023.0,1,0,28,11,0,16,7,6,21,61,8,2,0,3,1,0,0,0,0,0,0,0
146,2013-11-15,1960,Baby Boomer,53,PhD,Single,76045.0,0,0,78,760,53,400,17,93,0,1323,2,4,5,11,1,1,0,0,0,0,0,0
6271,2014-06-19,1952,Baby Boomer,62,PhD,Married,50870.0,0,1,13,53,0,8,0,0,2,63,5,2,0,3,1,0,0,0,0,0,0,0
4741,2014-01-30,1974,Gen X,40,Master,Married,65463.0,1,0,17,391,32,70,21,32,16,562,5,6,2,9,2,0,0,0,1,0,0,0
246,2014-05-31,1965,Gen X,49,Bachelor,Married,66480.0,1,1,71,199,9,57,20,21,6,312,4,4,1,7,7,0,0,0,0,0,0,0
375,2013-02-25,1954,Baby Boomer,59,Bachelor,Divorced,76773.0,0,0,79,516,56,449,86,33,16,1156,1,2,2,11,1,0,0,0,0,0,0,0
1524,2013-03-01,1983,Millenials,30,Master,Single,81698.0,0,0,1,709,45,115,30,160,45,1104,5,8,2,5,1,1,0,0,0,0,0,1
10022,2014-02-09,1973,Gen X,41,PhD,Single,54466.0,1,1,78,12,0,4,0,0,0,16,5,1,0,2,1,0,0,0,0,0,0,0
11010,2013-08-30,1984,Millenials,29,PhD,Single,16269.0,1,0,75,19,3,18,3,1,0,44,8,3,0,3,3,0,0,0,0,0,0,0
4356,2013-08-28,1971,Gen X,42,Bachelor,Together,71819.0,0,1,70,1224,28,140,0,14,168,1574,6,3,3,5,3,0,0,0,1,1,0,0
3885,2013-10-16,1983,Millenials,30,PhD,Married,33569.0,1,0,10,16,2,18,3,0,24,63,8,1,1,2,1,0,0,1,0,0,0,1
1175,2013-09-20,1983,Millenials,30,Master,Married,36262.0,0,0,24,88,39,54,64,28,153,426,6,3,5,3,1,0,0,1,0,0,0,1
880,2013-01-16,1966,Gen X,47,Basic,Together,22634.0,0,0,47,2,23,11,8,6,46,96,8,2,1,2,1,0,0,0,0,0,0,0
2320,2013-09-12,1978,Gen X,35,Master,Married,47025.0,0,1,98,508,11,59,23,5,29,635,9,11,1,6,5,0,0,0,0,0,0,0
850,2013-10-06,1968,Gen X,45,Bachelor,Single,70566.0,0,1,4,381,28,215,84,28,21,757,3,6,5,9,2,0,0,0,0,0,0,0
4713,2012-11-22,1979,Gen X,33,PhD,Married,31605.0,1,0,15,74,0,42,2,1,6,125,7,2,1,4,2,0,0,0,0,0,0,0
675,2013-05-17,1973,Gen X,40,Master,Divorced,52034.0,1,1,67,146,0,93,7,13,73,332,7,4,2,5,5,0,0,0,0,0,0,0
5025,2013-12-24,1979,Gen X,34,Bachelor,Single,48526.0,1,0,32,23,17,23,43,20,9,135,3,2,1,4,1,0,0,0,0,0,0,0
2308,2012-11-18,1954,Baby Boomer,58,Bachelor,Married,46734.0,0,1,40,110,5,137,26,23,29,330,7,6,1,5,2,0,0,0,0,0,0,0
5995,2012-12-18,1962,Baby Boomer,50,Bachelor,Divorced,39552.0,1,1,54,165,3,147,4,24,41,384,8,6,2,5,7,0,0,0,0,0,0,1
6749,2012-08-08,1966,Gen X,46,Bachelor,Single,86358.0,1,1,78,957,47,494,82,47,95,1722,8,5,3,6,4,0,0,0,0,0,0,0
1010,2014-04-24,1977,Gen X,37,Bachelor,Together,46931.0,2,1,94,41,0,17,3,1,16,78,3,1,1,3,2,0,0,0,0,0,0,0
8977,2013-01-12,1985,Millenials,28,Basic,Single,16581.0,0,0,51,1,3,4,2,3,11,24,4,0,0,3,1,0,0,0,0,0,0,0
4756,2013-12-20,1952,Baby Boomer,61,Master,Divorced,63998.0,0,0,42,176,29,818,0,33,112,1168,4,7,6,11,1,0,0,0,0,0,0,1
3412,2013-01-15,1951,Baby Boomer,62,Master,Married,67381.0,0,1,67,815,8,53,11,0,70,957,7,2,2,9,4,0,0,0,1,0,0,0
606,2013-10-10,1967,Gen X,46,Bachelor,Single,25930.0,1,1,87,6,1,2,2,0,4,15,7,1,0,2,1,0,0,0,0,0,0,0
5961,2014-06-07,1978,Gen X,36,Bachelor,Married,42693.0,1,0,29,8,4,20,6,3,16,57,5,1,0,3,1,0,0,0,0,0,0,0
2975,2012-11-12,1976,Gen X,36,Bachelor,Together,85606.0,0,1,89,717,42,864,219,30,84,1956,3,6,7,9,2,1,0,0,0,0,0,0
2894,2013-10-29,1985,Millenials,28,Bachelor,Single,72903.0,0,0,74,1067,138,750,0,19,39,2013,4,7,5,8,1,1,0,0,1,1,0,1
7613,2014-05-24,1974,Gen X,40,Master,Together,49669.0,1,0,97,166,5,107,11,8,29,326,6,5,1,6,2,0,0,0,0,0,0,0
10542,2012-08-05,1968,Gen X,44,PhD,Married,36778.0,1,1,63,29,4,34,2,4,4,77,9,3,0,3,3,0,0,0,0,0,0,0
8015,2013-05-03,1962,Baby Boomer,51,PhD,Divorced,85696.0,0,0,88,714,76,395,116,0,12,1313,1,4,6,9,1,0,0,0,0,0,0,1
11166,2013-02-02,1961,Baby Boomer,52,Bachelor,Married,49678.0,0,1,81,229,5,56,3,2,20,315,7,6,2,4,2,0,0,0,0,0,0,0
523,2013-01-31,1989,Millenials,24,Bachelor,Married,37155.0,1,0,51,23,0,26,7,15,3,74,5,2,0,4,1,0,0,0,0,0,0,0
4066,2014-05-11,1978,Gen X,36,Master,Divorced,21282.0,1,0,76,1,5,8,4,8,20,46,6,2,1,2,2,0,0,0,0,0,0,0
8414,2013-08-17,1962,Baby Boomer,51,PhD,Single,33419.0,0,1,76,56,0,12,0,0,18,86,7,2,0,4,2,0,0,0,0,0,0,0
819,2013-11-05,1945,Silent Gen,68,Bachelor,Widow,63285.0,0,0,84,508,124,249,50,38,134,1103,3,6,5,13,1,0,0,0,0,0,0,0
4961,2014-01-21,1974,Gen X,40,Master,Together,21255.0,1,0,56,29,0,25,2,2,3,61,4,2,1,4,4,0,0,0,0,0,0,0
749,2013-11-19,1981,Millenials,32,Bachelor,Together,42162.0,1,0,31,46,7,59,2,4,27,145,6,3,1,3,2,0,0,1,0,0,0,1
5430,2012-09-14,1956,Baby Boomer,56,Bachelor,Together,54450.0,1,1,0,454,0,171,8,19,32,684,8,9,2,8,12,0,0,0,0,0,0,0
7755,2013-11-12,1954,Baby Boomer,59,PhD,Married,57744.0,0,1,91,350,3,39,0,0,19,411,8,9,1,4,2,0,0,0,0,0,0,0
10525,2012-10-13,1986,Millenials,26,Bachelor,Single,26576.0,1,0,40,10,0,8,0,0,9,27,9,1,0,2,1,0,0,1,0,0,0,1
1453,2013-07-06,1943,Silent Gen,70,PhD,Widow,57513.0,0,0,59,735,40,183,52,20,30,1060,6,9,3,13,2,0,0,0,0,0,0,0
8310,2012-08-29,1964,Baby Boomer,48,Bachelor,Together,68142.0,0,1,96,897,126,196,91,112,37,1459,6,10,4,7,3,0,0,0,0,0,0,0
10710,2012-08-29,1979,Gen X,33,Bachelor,Married,7500.0,0,1,61,5,2,3,3,0,5,18,8,1,0,2,1,0,0,0,0,0,0,0
5031,2012-09-22,1974,Gen X,38,Bachelor,Together,83145.0,0,0,14,777,35,731,39,137,114,1833,2,5,9,11,1,0,0,0,0,1,0,1
2613,2014-04-03,1960,Baby Boomer,54,Master,Married,54197.0,0,1,16,162,6,37,6,13,13,237,1,1,3,6,2,0,0,0,0,0,0,0
213,2014-05-28,1963,Baby Boomer,51,PhD,Single,23091.0,1,1,98,35,0,11,0,0,2,48,7,2,1,3,4,0,0,0,0,0,0,0
967,2013-07-21,1976,Gen X,37,Bachelor,Married,46049.0,1,1,11,342,9,112,19,14,19,515,7,5,2,9,10,0,0,0,0,0,0,1
1077,2012-12-05,1974,Gen X,38,Bachelor,Together,56715.0,0,0,52,258,105,239,237,172,9,1020,4,7,3,4,1,0,0,0,0,0,0,0
7959,2014-05-29,1961,Baby Boomer,53,Bachelor,Married,79410.0,0,0,19,658,80,483,123,13,13,1370,1,3,2,5,1,0,0,0,0,0,0,0
640,2013-03-11,1951,Baby Boomer,62,Bachelor,Married,57304.0,0,1,61,356,80,329,138,17,106,1026,5,7,6,10,2,0,0,0,0,0,0,0
4252,2014-03-23,1965,Gen X,49,Bachelor,Married,44375.0,0,1,73,213,5,28,7,7,41,301,5,4,1,6,1,0,0,0,0,0,0,0
6218,2012-10-20,1965,Gen X,47,Bachelor,Married,59594.0,0,1,74,457,4,29,0,0,9,499,7,8,1,7,1,0,0,0,1,0,0,0
6905,2012-08-22,1994,Millenials,18,Bachelor,Together,80685.0,0,0,55,241,45,604,34,26,54,1004,2,6,4,10,1,0,0,0,0,0,0,0
5922,2013-10-13,1974,Gen X,39,PhD,Married,40344.0,0,1,48,210,0,6,0,0,2,218,7,4,1,5,2,0,0,0,0,0,0,0
3598,2013-05-23,1972,Gen X,41,Bachelor,Married,62710.0,0,1,53,441,35,83,7,29,11,606,4,4,2,12,4,0,0,0,0,0,0,0
6116,2013-07-05,1968,Gen X,45,Master,Married,48985.0,0,1,13,19,13,18,10,7,8,75,3,1,1,3,1,0,0,0,0,0,0,0
6263,2012-08-22,1968,Gen X,44,Bachelor,Together,35322.0,1,2,34,28,9,37,12,7,13,106,8,2,0,4,3,0,0,0,0,0,0,0
10486,2013-05-29,1948,Baby Boomer,65,Bachelor,Married,77142.0,0,0,54,476,75,162,29,151,97,990,2,4,4,8,1,0,0,0,0,0,0,0
2410,2014-01-22,1969,Gen X,45,Bachelor,Single,81657.0,0,0,69,364,40,425,158,60,50,1097,1,3,4,8,1,0,0,0,0,0,0,0
193,2014-02-17,1996,Millenials,18,Basic,Married,14421.0,0,0,81,0,0,2,3,3,8,16,5,1,0,2,1,0,0,1,0,0,0,0
8278,2012-08-26,1990,Millenials,22,PhD,Married,74214.0,0,0,3,863,83,547,86,99,33,1711,5,8,2,5,1,0,0,0,0,0,0,0
10660,2014-01-12,1957,Baby Boomer,57,Master,Married,66726.0,1,1,61,349,7,35,0,0,47,438,7,8,2,4,3,0,0,0,1,0,0,0
8686,2013-01-08,1979,Gen X,34,Basic,Together,23724.0,1,0,65,5,23,15,0,18,14,75,8,2,0,3,2,0,0,0,0,0,0,0
1604,2013-11-13,1960,Baby Boomer,53,Master,Married,47353.0,0,1,93,184,2,19,8,8,4,225,5,2,2,6,3,0,0,0,0,0,0,0
5907,2012-11-03,1952,Baby Boomer,60,Master,Married,33444.0,1,1,24,8,0,8,0,0,2,18,8,1,0,2,1,0,0,0,0,0,0,0
10669,2013-05-17,1981,Millenials,32,Bachelor,Married,54386.0,0,1,8,277,21,64,62,21,25,470,3,3,2,10,2,0,0,0,0,0,0,0
2918,2013-04-13,1981,Millenials,32,Bachelor,Divorced,28510.0,1,1,72,44,5,19,0,4,19,91,5,2,0,4,3,0,0,0,0,0,0,0
5735,2014-02-13,1991,Millenials,23,Master,Single,90638.0,0,0,29,1156,120,915,94,144,96,2525,1,3,4,10,1,0,0,0,0,1,0,0
359,2013-01-13,1950,Baby Boomer,63,Bachelor,Together,48070.0,0,1,33,373,14,83,6,9,19,504,7,8,2,6,3,0,0,0,0,0,1,0
8387,2013-01-05,1957,Baby Boomer,56,Bachelor,Married,43140.0,0,1,68,134,8,76,6,0,11,235,6,4,1,5,1,0,0,0,0,0,0,0
1829,2013-01-19,1961,Baby Boomer,52,PhD,Divorced,54959.0,0,1,55,1148,0,60,0,0,24,1232,7,9,5,4,3,0,0,0,1,0,0,1
3839,2013-05-03,1958,Baby Boomer,55,Basic,Single,15056.0,1,1,76,6,12,3,21,6,40,88,5,2,2,3,5,0,0,0,0,0,0,0
9392,2014-05-08,1971,Gen X,43,Bachelor,Single,26954.0,1,0,17,4,1,11,0,0,1,17,7,1,0,2,1,0,0,0,0,0,0,0
2292,2013-08-02,1985,Millenials,28,Bachelor,Single,22327.0,1,0,94,5,4,8,2,0,5,24,5,1,0,3,1,0,0,0,0,0,0,0
10466,2013-08-22,1965,Gen X,48,Bachelor,Married,44393.0,1,1,86,24,2,20,2,2,10,60,4,1,0,4,2,0,0,0,0,0,0,0
9855,2013-08-25,1952,Baby Boomer,61,PhD,Single,62000.0,0,1,25,899,0,101,0,0,20,1020,4,6,6,13,1,1,0,0,0,0,0,0
4088,2012-12-06,1962,Baby Boomer,50,PhD,Together,31497.0,0,1,22,108,1,28,13,1,4,155,8,3,1,4,2,0,0,0,0,0,0,0
5231,2014-02-27,1974,Gen X,40,Master,Married,45894.0,0,2,15,27,2,7,0,2,13,51,5,1,0,3,1,0,0,0,0,0,0,0
590,2012-12-22,1970,Gen X,42,Master,Divorced,78579.0,0,0,35,816,66,549,216,66,99,1812,3,5,6,4,1,0,0,0,0,0,0,1
8732,2012-11-17,1969,Gen X,43,Master,Widow,67369.0,0,1,81,1298,0,70,37,14,42,1461,4,7,4,10,4,0,0,0,1,1,0,1
2315,2014-04-20,1960,Baby Boomer,54,Bachelor,Divorced,58401.0,0,1,55,10,0,11,17,29,29,96,4,1,2,2,1,0,0,0,0,0,0,0
3515,2014-02-17,1952,Baby Boomer,62,Bachelor,Single,62307.0,0,1,94,87,13,34,10,6,10,160,5,4,0,4,1,0,0,0,0,0,0,0
2245,2013-04-22,1969,Gen X,44,Master,Married,43641.0,1,1,50,57,2,51,4,2,23,139,6,2,1,4,3,0,0,0,0,0,0,0
6606,2013-03-31,1969,Gen X,44,Master,Married,70091.0,1,0,11,964,34,137,15,0,11,1161,8,5,2,10,2,0,0,0,1,0,0,0
5545,2014-04-05,1972,Gen X,42,PhD,Married,78075.0,0,0,72,572,8,259,34,35,80,988,1,3,5,5,1,0,0,0,0,0,0,0
7342,2012-09-09,1961,Baby Boomer,51,Master,Widow,59184.0,0,1,6,341,142,113,259,151,66,1072,5,6,6,12,3,0,0,0,0,0,0,0
837,2013-09-11,1977,Gen X,36,Bachelor,Married,54809.0,1,1,0,63,6,57,13,13,22,174,4,2,1,5,4,0,0,0,0,0,0,0
